billing_decision_KEY,update__staff_KEY,update_date_utc,sheet_entry_KEY,ledger_entry_KEY,sheet_entry__client_KEY,sheet_entry__engagement_KEY,sheet_entry__activity_KEY,sheet_entry__staff_billing_rate_KEY,sheet_entry__sheet_entry_type_KEY,sheet_entry__staff_KEY,sheet_entry__approved__staff_KEY,sheet_entry__posted__staff_KEY,sheet_entry__entry_date,activity__activity_class_KEY,activity__activity_method_KEY,invoice_KEY,invoice__ledger_entry_KEY,invoice__report_definition_KEY,invoice__client_KEY,invoice__invoice_date,invoice__posted__staff_KEY,bill_amount,adjustment,units_closed,amount_closed,surcharge,discount,billing_decision_guid,time_amount_billed,time_amount_adjusted,expense_amount_billed,expense_amount_adjusted,progress_amount_billed,sales_tax,service_tax,tax,bill_amount_collected,surcharge_collected,sales_tax_collected,service_tax_collected,discount_collected,amount,recurring_bill,time_amount_recovered,expense_amount_recovered,time_amount_recovered_adjusted,expense_amount_recovered_adjusted
4602,61,44543.68684,778,241,14,99,1,2824,2,95,95,61,44538,1,1,241,241,1628,14,44538,61,525,0,0,525,0,0,E0881226-B16C-4C6E-A64B-A74B79722AE6,0,0,0,0,525,0,0,0,525,0,0,0,0,525,TRUE,0,0,0,0
4603,61,44749.85998,762,669,25,89,53,8203,2,95,95,61,44749,1,1,669,669,1629,25,44749,61,125,0,0,125,0,0,E9151578-10B9-401A-A4B7-214043C22924,0,0,0,0,125,0,0,0,125,0,0,0,0,125,TRUE,0,0,0,0
4604,61,44887.8903,764,563,14,99,55,4355,2,95,95,61,44872,1,1,563,563,1627,14,44872,61,700,0,0,700,0,0,9E8F65BC-3AE5-4872-8C17-3650D22E8347,0,0,0,0,700,0,0,0,700,0,0,0,0,700,TRUE,0,0,0,0
4605,61,44929.76087,761,564,14,96,55,3680,2,95,95,61,44902,1,1,564,564,1621,14,44902,61,200,0,0,200,0,0,4E8F87EF-A9D5-447B-B30D-8334112EAFCB,0,0,0,0,200,0,0,0,200,0,0,0,0,200,TRUE,0,0,0,0
4606,61,44887.8903,758,563,14,96,55,2636,2,95,95,61,44872,1,1,563,563,1627,14,44872,61,200,0,0,200,0,0,EF8E7516-61D8-4F9B-9681-201C3CC575D4,0,0,0,0,200,0,0,0,200,0,0,0,0,200,TRUE,0,0,0,0
4607,61,44617.81463,777,244,14,99,1,5337,2,95,95,61,44621,1,1,244,244,1628,14,44621,61,525,0,0,525,0,0,BFF51B6D-9944-4E44-B3B1-8688BDA83301,0,0,0,0,525,0,0,0,525,0,0,0,0,525,TRUE,0,0,0,0
4608,61,44617.81463,775,244,14,96,1,4769,2,95,95,61,44621,1,1,244,244,1628,14,44621,61,125,0,0,125,0,0,1AEE07F0-CCDE-44E0-8494-188ED5EA7262,0,0,0,0,125,0,0,0,125,0,0,0,0,125,TRUE,0,0,0,0
4609,61,44684.71315,774,247,14,96,1,9924,2,95,95,61,44687,1,1,247,247,1628,14,44687,61,125,0,0,125,0,0,9D8DB950-989A-4530-AF94-FF7D27028656,0,0,0,0,125,0,0,0,125,0,0,0,0,125,TRUE,0,0,0,0
4610,61,44684.71315,779,247,14,99,1,5192,2,95,95,61,44687,1,1,247,247,1628,14,44687,61,525,0,0,525,0,0,782BA7CD-D163-4847-B123-9050FD27EFDC,0,0,0,0,525,0,0,0,525,0,0,0,0,525,TRUE,0,0,0,0
4611,61,44650.79789,1860,181,11,63,25,6856,2,95,95,61,44645,1,1,181,181,1627,11,44645,61,1525,0,0,1525,0,0,E5551427-059F-4B6E-834A-09A1AD94B48F,0,0,0,0,1525,0,0,0,1525,0,0,0,0,1525,FALSE,0,0,0,0
4612,61,44865.81057,1861,638,6,16,25,6905,2,95,95,61,44861,1,1,638,638,1627,6,44861,61,1800,0,0,1800,0,0,C3CE0F8D-A6B4-4565-BC29-42DD8AE39B0E,0,0,0,0,1800,0,0,0,1800,0,0,0,0,1800,FALSE,0,0,0,0
4613,61,44796.82087,1858,315,24,11,25,8632,2,95,95,61,44792,1,1,315,315,1627,24,44792,61,1050,0,0,1050,0,0,99B3D573-E236-47F1-9E5C-D9412562C719,0,0,0,0,1050,0,0,0,1050,0,0,0,0,1050,FALSE,0,0,0,0
4614,61,44629.62983,1866,296,12,12,25,3055,2,95,95,61,44623,1,1,296,296,1627,12,44623,61,1600,0,0,1600,0,0,F2352503-A13F-4196-BCE0-7C08EF53A5E6,0,0,0,0,1600,0,0,0,1600,0,0,0,0,1600,FALSE,0,0,0,0
4615,61,44629.61175,1868,308,18,9,25,6704,2,95,95,61,44623,1,1,308,308,1627,18,44623,61,1600,0,0,1600,0,0,FC1D5C8E-5BDA-4255-A63E-8941AE3A2BB7,0,0,0,0,1600,0,0,0,1600,0,0,0,0,1600,FALSE,0,0,0,0
4616,61,44628.95459,1867,312,19,10,25,7240,2,95,95,61,44623,1,1,312,312,1627,19,44623,61,1650,0,0,1650,0,0,008F0795-C037-4F25-90B1-DCCA8BCE3290,0,0,0,0,1650,0,0,0,1650,0,0,0,0,1650,FALSE,0,0,0,0
4617,61,44629.62135,1859,324,25,95,25,3006,2,95,95,61,44623,1,1,324,324,1627,25,44623,61,300,0,0,300,0,0,507FB58C-E38A-4BF8-B20D-91B865007A18,0,0,0,0,300,0,0,0,300,0,0,0,0,300,FALSE,0,0,0,0
4618,61,44653.60338,725,245,14,99,1,5154,2,95,95,61,44652,1,1,245,245,1628,14,44652,61,525,0,0,525,0,0,6F0310EA-21D3-4F53-BBB5-279D92A0FD9B,0,0,0,0,525,0,0,0,525,0,0,0,0,525,TRUE,0,0,0,0
4619,61,44653.60338,730,245,14,96,1,8269,2,95,95,61,44652,1,1,245,245,1628,14,44652,61,125,0,0,125,0,0,88BAEFDA-C62F-4F69-A93A-99F95710BAF7,0,0,0,0,125,0,0,0,125,0,0,0,0,125,TRUE,0,0,0,0
4620,61,44351.83656,728,79,3,14,1,6693,2,95,95,61,44323,1,1,79,79,147,3,44323,61,1300,0,0,1300,0,0,DBB32460-4F10-4C25-B103-8D1E62EC1FC0,0,0,0,0,1300,0,0,0,1300,0,0,0,0,1300,FALSE,0,0,0,0
4621,61,44378.68593,722,236,14,99,1,3805,2,95,95,61,44378,1,1,236,236,1413,14,44378,61,525,0,0,525,0,0,27556226-E357-485E-A34D-555089D178B5,0,0,0,0,525,0,0,0,525,0,0,0,0,525,TRUE,0,0,0,0
4622,61,44848.88727,739,257,14,96,55,4838,2,95,95,61,44840,1,1,257,257,1628,14,44840,61,200,0,0,200,0,0,1206E0E0-6FD3-49B2-B1C8-3D76096F5720,0,0,0,0,200,0,0,0,200,0,0,0,0,200,TRUE,0,0,0,0
4623,61,44848.88727,735,257,14,99,55,5163,2,95,95,61,44840,1,1,257,257,1628,14,44840,61,700,0,0,700,0,0,669B8482-43B2-472B-B2BD-81EB591065CA,0,0,0,0,700,0,0,0,700,0,0,0,0,700,TRUE,0,0,0,0
4624,61,44753.786,734,250,14,99,55,4377,2,95,95,61,44747,1,1,250,250,1621,14,44747,61,700,0,0,700,0,0,7A3CE1B3-02A0-45E6-A586-21EB5F074929,0,0,0,0,700,0,0,0,700,0,0,0,0,700,TRUE,0,0,0,0
4625,61,44753.786,738,250,14,96,55,4945,2,95,95,61,44747,1,1,250,250,1621,14,44747,61,200,0,0,200,0,0,416DF8E1-7C4E-43F5-9317-535A0DE87AFD,0,0,0,0,200,0,0,0,200,0,0,0,0,200,TRUE,0,0,0,0
4626,61,44406.68115,721,237,14,99,1,7906,2,95,95,61,44409,1,1,237,237,1628,14,44409,61,525,0,0,525,0,0,FECFD93E-EA07-4C30-BDFA-3B6F09FB492F,0,0,0,0,525,0,0,0,525,0,0,0,0,525,TRUE,0,0,0,0
4627,61,44595.90881,729,243,14,96,1,5505,2,95,95,61,44593,1,1,243,243,1628,14,44593,61,125,0,0,125,0,0,981F40BB-B8B8-4D13-A216-9039140F3A8D,0,0,0,0,125,0,0,0,125,0,0,0,0,125,TRUE,0,0,0,0
4628,61,44713.7815,723,248,14,99,1,2431,2,95,95,61,44713,1,1,248,248,1628,14,44713,61,525,0,0,525,0,0,F891F77E-39BF-42AE-8704-FECA3DE174EA,0,0,0,0,525,0,0,0,525,0,0,0,0,525,TRUE,0,0,0,0
4629,61,44595.90881,726,243,14,99,1,9045,2,95,95,61,44593,1,1,243,243,1628,14,44593,61,525,0,0,525,0,0,C3353FAA-E100-431A-BF77-788B592FAC14,0,0,0,0,525,0,0,0,525,0,0,0,0,525,TRUE,0,0,0,0
4630,61,44713.7815,731,248,14,96,1,3867,2,95,95,61,44713,1,1,248,248,1628,14,44713,61,125,0,0,125,0,0,F4266321-9857-41BF-B2BA-87288E71E8F0,0,0,0,0,125,0,0,0,125,0,0,0,0,125,TRUE,0,0,0,0
4631,61,44497.87274,724,240,14,99,1,2318,2,95,95,61,44501,1,1,240,240,1628,14,44501,61,525,0,0,525,0,0,1438725D-0C16-4910-8894-DA441AD4576A,0,0,0,0,525,0,0,0,525,0,0,0,0,525,TRUE,0,0,0,0
4632,61,44644.89001,1837,300,16,23,25,2018,2,95,95,61,44644,1,1,300,300,1627,16,44644,61,1705,0,0,1705,0,0,E402A72D-346C-465D-96C7-B5694B7EBE54,0,0,0,0,1705,0,0,0,1705,0,0,0,0,1705,FALSE,0,0,0,0
4633,61,44645.70856,1836,321,22,8,25,2613,2,95,95,61,44641,1,1,321,321,1627,22,44641,61,675,0,0,675,0,0,45E5B8BF-39B4-4564-BE1F-3A4DD89F5B7D,0,0,0,0,675,0,0,0,675,0,0,0,0,675,FALSE,0,0,0,0
4634,61,44642.96286,1834,349,23,84,25,4257,2,95,95,61,44634,1,1,349,349,1627,23,44634,61,6457.5,0,0,6457.5,0,0,93B9DDAD-C747-446F-AB69-C14651159768,0,0,0,0,6457.5,0,0,0,6457.5,0,0,0,0,6457.5,FALSE,0,0,0,0
4635,61,44642.96249,1835,133,4,77,25,3496,2,95,95,61,44634,1,1,133,133,1627,4,44634,61,840,0,0,840,0,0,BDFC504E-FD30-40AA-98AB-9C6BA21032FF,0,0,0,0,840,0,0,0,840,0,0,0,0,840,FALSE,0,0,0,0
4636,61,44762.96096,771,249,14,97,22,,2,95,95,61,44743,1,1,249,249,1628,14,44743,61,163.2,0,0,163.2,0,0,1368E5B1-6878-45B1-B5F6-07A14E66CC6A,0,0,0,0,163.2,0,0,0,163.2,0,0,0,0,163.2,TRUE,0,0,0,0
4637,61,44762.96097,770,251,14,97,22,,2,95,95,61,44757,1,1,251,251,1628,14,44757,61,163.2,0,0,163.2,0,0,0E921688-6C43-4A70-81DA-12CBCF19C4E5,0,0,0,0,163.2,0,0,0,163.2,0,0,0,0,163.2,TRUE,0,0,0,0
4638,61,44872.87913,768,259,14,97,22,,2,95,95,61,44869,1,1,259,259,1628,14,44869,61,176,0,0,176,0,0,BC52B102-8DD8-41B7-B561-6840CF162697,0,0,0,0,176,0,0,0,176,0,0,0,0,176,TRUE,0,0,0,0
4639,61,44796.68021,772,254,14,97,22,,2,95,95,61,44788,1,1,254,254,1628,14,44788,61,28,0,0,28,0,0,327CD75D-ED85-4AAC-A23E-7056F03AD53A,0,0,0,0,28,0,0,0,28,0,0,0,0,28,TRUE,0,0,0,0
4640,61,44929.79816,769,650,14,97,22,,2,95,95,61,44925,1,1,650,650,1628,14,44925,61,292,0,0,292,0,0,B2009341-C640-4384-BF3A-5B2A9036C2EF,0,0,0,0,292,0,0,0,292,0,0,0,0,292,TRUE,0,0,0,0
4641,61,44831.65309,765,648,14,97,22,,2,95,95,61,44827,1,1,648,648,1628,14,44827,61,163.2,0,0,163.2,0,0,80832136-6442-40E7-8942-C4DABE483F92,0,0,0,0,163.2,0,0,0,163.2,0,0,0,0,163.2,TRUE,0,0,0,0
4642,61,44902.68523,767,262,14,97,22,,2,95,95,61,44897,1,1,262,262,1628,14,44897,61,176,0,0,176,0,0,11C95736-BB26-40AD-A9D6-42C58370CE74,0,0,0,0,176,0,0,0,176,0,0,0,0,176,TRUE,0,0,0,0
4643,61,44796.68021,773,254,14,97,22,,2,95,95,61,44788,1,1,254,254,1628,14,44788,61,28,0,0,28,0,0,4F53F97E-65F8-4074-AA72-1BEF76F58ADE,0,0,0,0,28,0,0,0,28,0,0,0,0,28,FALSE,0,0,0,0
4644,61,44831.6531,766,648,14,97,22,,2,95,95,61,44827,1,1,648,648,1628,14,44827,61,100,0,0,100,0,0,233ABB8E-98D7-479D-95F7-A44592F9033F,0,0,0,0,100,0,0,0,100,0,0,0,0,100,FALSE,0,0,0,0
4645,61,44929.76087,763,564,14,99,55,,2,95,95,61,44902,1,1,564,564,1621,14,44902,61,700,0,0,700,0,0,F1372A3D-F068-4CD4-BCB3-9F84A2F07306,0,0,0,0,700,0,0,0,700,0,0,0,0,700,TRUE,0,0,0,0
4646,61,44749.85998,754,669,25,89,31,,2,95,95,61,44749,1,1,669,669,1629,25,44749,61,125,0,0,125,0,0,FAF8A472-4670-4C0D-9BAA-4738F9956AB0,0,0,0,0,125,0,0,0,125,0,0,0,0,125,FALSE,0,0,0,0
4647,61,45000.88348,1863,159,6,16,25,,2,95,95,61,45000,1,1,159,159,1627,6,45000,61,1950,0,0,1950,0,0,EEE94E0C-A040-4267-928F-A785426B38D5,0,0,0,0,1950,0,0,0,1950,0,0,0,0,1950,FALSE,0,0,0,0
4648,61,44683.85163,1871,246,14,97,1,,2,95,95,61,44683,1,1,246,246,1627,14,44683,61,9000,0,0,9000,0,0,CEE4286B-9CDE-4367-8C19-2163F2A2F3D3,0,0,0,0,9000,0,0,0,9000,0,0,0,0,9000,FALSE,0,0,0,0
4649,61,45034.56821,1864,197,8,64,25,,2,95,95,61,45034,1,1,197,197,1627,8,45034,61,905,0,0,905,0,0,C095B04C-DE78-4A94-989F-68DE3B28881A,0,0,0,0,905,0,0,0,905,0,0,0,0,905,FALSE,0,0,0,0
4650,61,44930.75756,755,325,25,89,24,,2,95,95,61,44930,3,1,325,325,1628,25,44930,61,125,0,0,125,0,0,DE60B8F9-6AA3-430C-AC0A-77AF29B1E46B,0,0,0,0,125,0,0,0,125,0,0,0,0,125,TRUE,0,0,0,0
4651,61,44984.77148,1862,182,11,63,25,,2,95,95,61,44984,1,1,182,182,1627,11,44984,61,1754,0,0,1754,0,0,56B31714-926E-412C-B6DC-D24C47FDB6E7,0,0,0,0,1754,0,0,0,1754,0,0,0,0,1754,FALSE,0,0,0,0
4652,61,44984.77148,1865,297,12,12,25,,2,95,95,61,44984,1,1,297,297,1627,12,44984,61,1650,0,0,1650,0,0,6977B1D0-67F8-4ADB-8EBD-EEB151F00382,0,0,0,0,1650,0,0,0,1650,0,0,0,0,1650,FALSE,0,0,0,0
4653,61,45022.7078,1869,641,7,17,25,,2,95,95,61,45022,1,1,641,641,1627,7,45022,61,1425,0,0,1425,0,0,58B0180C-BAAC-40C1-A689-37225CBFACD4,0,0,0,0,1425,0,0,0,1425,0,0,0,0,1425,FALSE,0,0,0,0
4654,61,44984.7715,1870,304,17,24,25,,2,95,95,61,44984,1,1,304,304,1627,17,44984,61,1495,0,0,1495,0,0,0EDD55F6-7C51-42A2-A1B0-749026BDF919,0,0,0,0,1495,0,0,0,1495,0,0,0,0,1495,FALSE,0,0,0,0
4655,61,45238.83514,1208,331,25,95,55,,2,95,95,61,45238,1,1,331,331,1621,25,45238,61,85,0,0,85,0,0,F260559B-A0C2-4FA5-974D-62F8022E71A9,0,0,0,0,85,0,0,0,85,0,0,0,0,85,TRUE,0,0,0,0
4656,61,45238.83514,1008,331,25,98,55,,2,95,95,61,45238,1,1,331,331,1621,25,45238,61,75,0,0,75,0,0,00F7A685-92BD-45CE-B67A-525C499FDD4F,0,0,0,0,75,0,0,0,75,0,0,0,0,75,TRUE,0,0,0,0
4657,61,45238.8344,1003,566,14,99,55,,2,95,95,61,45238,1,1,566,566,1621,14,45238,61,700,0,0,700,0,0,3830FA57-0DB8-4492-BBA1-974C77328FA1,0,0,0,0,700,0,0,0,700,0,0,0,0,700,TRUE,0,0,0,0
4658,61,45238.8344,1209,566,14,96,55,,2,95,95,61,45238,1,1,566,566,1621,14,45238,61,200,0,0,200,0,0,C278BA99-9373-47C5-A770-BCF7F7584155,0,0,0,0,200,0,0,0,200,0,0,0,0,200,TRUE,0,0,0,0
4659,61,45238.8344,1007,566,14,97,55,,2,95,95,61,45238,1,1,566,566,1621,14,45238,61,300,0,0,300,0,0,9CADD9B8-2234-4A09-9F84-3510346CFE04,0,0,0,0,300,0,0,0,300,0,0,0,0,300,TRUE,0,0,0,0
4660,61,45217.84584,999,81,3,14,25,,2,95,95,61,45217,1,1,81,81,1627,3,45217,61,1850,0,0,1850,0,0,EB72AC37-FEA5-4D78-A4AC-FF97C15AEA0F,0,0,0,0,1850,0,0,0,1850,0,0,0,0,1850,FALSE,0,0,0,0
4661,61,45166.66853,1000,58,1,76,25,,2,95,95,61,45166,1,1,58,58,1627,1,45166,61,1930,0,0,1930,0,0,29EF94A9-1B2A-422D-BD47-0629F4AB49E7,0,0,0,0,1930,0,0,0,1930,0,0,0,0,1930,FALSE,0,0,0,0
4662,61,45139.9308,1004,654,14,97,22,,2,95,95,61,45135,1,1,654,654,1627,14,45135,61,293.2,0,0,293.2,0,0,C408CC0B-71E0-42F0-A301-9D395AA20498,0,0,0,0,293.2,0,0,0,293.2,0,0,0,0,293.2,FALSE,0,0,0,0
4663,61,45176.6613,1011,286,14,96,55,,2,95,95,61,45175,1,1,286,286,1621,14,45175,61,200,0,0,200,0,0,D2E06FA3-BE5C-41E5-A454-2CA9105E0A0D,0,0,0,0,200,0,0,0,200,0,0,0,0,200,TRUE,0,0,0,0
4664,61,45176.6613,1006,286,14,97,55,,2,95,95,61,45175,1,1,286,286,1621,14,45175,61,300,0,0,300,0,0,88DDBCD2-E5B6-4840-9B4D-9BDFC722EEAB,0,0,0,0,300,0,0,0,300,0,0,0,0,300,TRUE,0,0,0,0
4665,61,45176.6613,1005,286,14,99,55,,2,95,95,61,45175,1,1,286,286,1621,14,45175,61,700,0,0,700,0,0,79F27144-C2F9-43DA-AAC9-084A9F0B8676,0,0,0,0,700,0,0,0,700,0,0,0,0,700,TRUE,0,0,0,0
4666,61,45176.73159,1009,328,25,98,55,,2,95,95,61,45175,1,1,328,328,1621,25,45175,61,75,0,0,75,0,0,8DB3FF69-7CE3-43B5-A05D-FB8247FCF0E4,0,0,0,0,75,0,0,0,75,0,0,0,0,75,TRUE,0,0,0,0
4667,61,45176.73159,1010,328,25,95,55,,2,95,95,61,45175,1,1,328,328,1621,25,45175,61,85,0,0,85,0,0,E46DC428-E5B9-4945-B483-151183D6B4FF,0,0,0,0,85,0,0,0,85,0,0,0,0,85,TRUE,0,0,0,0
4668,61,44804.91034,736,255,14,97,22,,2,95,95,61,44799,1,1,255,255,1628,14,44799,61,100,0,0,100,0,0,20A60276-F5E5-474B-8B10-83D92AAC351F,0,0,0,0,100,0,0,0,100,0,0,0,0,100,FALSE,0,0,0,0
4669,61,44804.91034,737,255,14,97,22,,2,95,95,61,44799,1,1,255,255,1628,14,44799,61,136,0,0,136,0,0,F24BA860-1A9B-4B89-A827-C7788FF53BAF,0,0,0,0,136,0,0,0,136,0,0,0,0,136,TRUE,0,0,0,0
4670,61,44839.76039,745,670,25,89,24,,2,95,95,61,44835,3,1,670,670,1628,25,44835,61,125,0,0,125,0,0,7E059F5D-5989-4492-A46F-DB4697C30844,0,0,0,0,125,0,0,0,125,0,0,0,0,125,TRUE,0,0,0,0
4671,61,44592.66529,809,168,7,17,36,,2,95,95,61,44592,3,1,168,168,1627,7,44592,61,20,0,0,20,0,0,D74394F8-23B3-49F8-A034-0598D4B8BD8B,0,0,0,0,20,0,0,0,20,0,0,0,0,20,FALSE,0,0,0,0
4672,61,45309.99686,1210,661,23,84,1,,2,95,95,61,45309,1,1,661,661,1627,23,45309,61,1000,0,0,1000,0,0,361BE6A2-560D-4C3E-81B5-40F1BD108631,0,0,0,0,1000,0,0,0,1000,0,0,0,0,1000,FALSE,0,0,0,0
4674,61,44258.71535,1144,347,23,84,1,,2,95,95,61,44254,1,1,347,347,317,23,44254,61,6150,0,0,6150,0,0,84B0EF65-96EC-42B6-814D-7EA8F6521EFC,0,0,0,0,6150,0,0,0,6150,0,0,0,0,6150,FALSE,0,0,0,0
4675,61,44263.87571,681,179,11,63,1,,2,95,95,61,44259,1,1,179,179,147,11,44259,61,750,0,0,750,0,0,FF72A653-15BA-499B-8F31-A8FE99B3327E,0,0,0,0,750,0,0,0,750,0,0,0,0,750,FALSE,0,0,0,0
4676,61,44264.72681,690,307,18,9,1,,2,95,95,61,44261,1,1,307,307,147,18,44261,61,1075,0,0,1075,0,0,921B4A6B-5689-46ED-ACFE-75D167B4ADB9,0,0,0,0,1075,0,0,0,1075,0,0,0,0,1075,FALSE,0,0,0,0
4677,61,44264.72663,693,295,12,12,1,,2,95,95,61,44261,1,1,295,295,147,12,44261,61,1075,0,0,1075,0,0,3929B26B-5A0C-49B6-9AE8-21BA8AA0071D,0,0,0,0,1075,0,0,0,1075,0,0,0,0,1075,FALSE,0,0,0,0
4678,61,44264.72343,685,311,19,10,1,,2,95,95,61,44261,1,1,311,311,147,19,44261,61,1075,0,0,1075,0,0,9DC9DEA0-7BD6-4031-B76F-C5414B4D7D32,0,0,0,0,1075,0,0,0,1075,0,0,0,0,1075,FALSE,0,0,0,0
4679,61,44242.91234,687,319,22,8,1,,2,95,95,61,44236,1,1,319,319,147,22,44236,61,600,0,0,600,0,0,C68E9B6B-5623-4D2C-95A6-95B971C9045E,0,0,0,0,600,0,0,0,600,0,0,0,0,600,FALSE,0,0,0,0
4680,61,44271.75744,688,314,24,11,1,,2,95,95,61,44270,1,1,314,314,147,24,44270,61,1000,0,0,1000,0,0,F7C7C956-B628-4320-9945-C1391C784E3E,0,0,0,0,1000,0,0,0,1000,0,0,0,0,1000,FALSE,0,0,0,0
4681,61,44271.74553,680,151,5,15,1,,2,95,95,61,44268,1,1,151,151,147,5,44268,61,1500,0,0,1500,0,0,FED430DF-CBC6-474F-AE49-E933AE9FBEEE,0,0,0,0,1500,0,0,0,1500,0,0,0,0,1500,FALSE,0,0,0,0
4682,61,44271.70939,682,194,8,64,1,,2,95,95,61,44267,1,1,194,194,147,8,44267,61,400,0,0,400,0,0,81AF308F-9EF5-42D7-BEDD-7EC6B0F5420A,0,0,0,0,400,0,0,0,400,0,0,0,0,400,FALSE,0,0,0,0
4683,61,44271.74368,683,158,6,16,1,,2,95,95,61,44268,1,1,158,158,147,6,44268,61,1800,0,0,1800,0,0,809CAD29-D282-4A18-845C-1C725658EB1F,0,0,0,0,1800,0,0,0,1800,0,0,0,0,1800,FALSE,0,0,0,0
4684,61,44252.60291,689,299,16,23,1,,2,95,95,61,44247,1,1,299,299,147,16,44247,61,1550,0,0,1550,0,0,5FCA9181-3841-4796-B668-23A022D9AEC8,0,0,0,0,1550,0,0,0,1550,0,0,0,0,1550,FALSE,0,0,0,0
4685,61,44252.61139,686,302,17,24,1,,2,95,95,61,44247,1,1,302,302,147,17,44247,61,1250,0,0,1250,0,0,2EB4CD3B-C8FD-4BCD-8E6D-6C2ACFF743DA,0,0,0,0,1250,0,0,0,1250,0,0,0,0,1250,FALSE,0,0,0,0
4686,61,44252.60894,684,550,4,77,1,,2,95,95,61,44247,1,1,550,550,147,4,44247,61,985,0,0,985,0,0,C002F765-3C2A-4AD1-AEB5-F4EF5AAC4ECE,0,0,0,0,985,0,0,0,985,0,0,0,0,985,FALSE,0,0,0,0
4687,61,45021.64794,2132,662,16,23,25,,2,95,95,61,45021,1,1,662,662,1627,16,45021,61,1875,0,0,1875,0,0,EB0F7155-156D-45B0-ABCF-D2DB147F899A,0,0,0,0,1875,0,0,0,1875,0,0,0,0,1875,FALSE,0,0,0,0
4688,61,45033.73278,2122,336,27,4,25,,2,95,95,61,45033,1,1,336,336,1627,27,45033,61,250,0,0,250,0,0,F26D9F16-7CAE-4605-A4C6-E081DA91C00E,0,0,0,0,250,0,0,0,250,0,0,0,0,250,FALSE,0,0,0,0
4689,61,44789.94249,977,253,14,97,22,,2,95,95,61,44785,1,1,253,253,1628,14,44785,61,136,0,0,136,0,0,72C70402-B3A9-4016-BCDF-B85BCDA978FC,0,0,0,0,136,0,0,0,136,0,0,0,0,136,TRUE,0,0,0,0
4690,61,45042.72389,2127,668,22,8,25,,2,95,95,61,45042,1,1,668,668,1627,22,45042,61,745,0,0,745,0,0,C773CAD3-0122-4BDA-AACC-2C2AA2CBE3F2,0,0,0,0,745,0,0,0,745,0,0,0,0,745,FALSE,0,0,0,0
4691,61,45112.96538,967,653,14,97,22,,2,95,95,61,45107,1,1,653,653,1627,14,45107,61,293.2,0,0,293.2,0,0,93DB42F4-60E3-41B1-8434-B2F7673061E0,0,0,0,0,293.2,0,0,0,293.2,0,0,0,0,293.2,FALSE,0,0,0,0
4692,61,45000.96803,2124,665,18,9,25,,2,95,95,61,45000,1,1,665,665,1627,18,45000,61,1650,0,0,1650,0,0,34B8107E-F1E1-43CB-BEC1-2A58E375555F,0,0,0,0,1650,0,0,0,1650,0,0,0,0,1650,FALSE,0,0,0,0
4693,61,45000.9701,2125,666,19,10,25,,2,95,95,61,45000,1,1,666,666,1627,19,45000,61,1850,0,0,1850,0,0,6C22F539-BE79-40E5-8376-E9F542A19B05,0,0,0,0,1850,0,0,0,1850,0,0,0,0,1850,FALSE,0,0,0,0
4694,61,44984.77146,2129,316,24,11,25,,2,95,95,61,44984,1,1,316,316,1627,24,44984,61,1100,0,0,1100,0,0,731EE47C-A70D-48F4-A06F-B0296BA18B85,0,0,0,0,1100,0,0,0,1100,0,0,0,0,1100,FALSE,0,0,0,0
4695,61,45036.59589,2126,568,23,84,25,,2,95,95,61,45036,1,1,568,568,1627,23,45036,61,7400,0,0,7400,0,0,3FB96B9F-FB5C-4C31-BF8D-CEBB4732214D,0,0,0,0,7400,0,0,0,7400,0,0,0,0,7400,FALSE,0,0,0,0
4697,61,45055.89067,950,276,14,96,55,,2,95,95,61,45051,1,1,276,276,1621,14,45051,61,200,0,0,200,0,0,C6DC92E0-C298-474D-AF03-BA10FDF89B75,0,0,0,0,200,0,0,0,200,0,0,0,0,200,TRUE,0,0,0,0
4698,61,45055.89067,971,276,14,99,55,,2,95,95,61,45051,1,1,276,276,1621,14,45051,61,700,0,0,700,0,0,5DF5AA99-7EFE-4FA7-93B1-66E0CFE4977D,0,0,0,0,700,0,0,0,700,0,0,0,0,700,TRUE,0,0,0,0
4699,61,44971.98586,948,267,14,96,55,,2,95,95,61,44963,1,1,267,267,1621,14,44963,61,200,0,0,200,0,0,DB6FB47F-3781-4D82-91DE-AEB114741975,0,0,0,0,200,0,0,0,200,0,0,0,0,200,TRUE,0,0,0,0
4700,61,44971.98586,970,267,14,99,55,,2,95,95,61,44963,1,1,267,267,1621,14,44963,61,700,0,0,700,0,0,98A68BF7-B5B3-4262-9C51-D948B7EE7FFE,0,0,0,0,700,0,0,0,700,0,0,0,0,700,TRUE,0,0,0,0
4701,61,45118.95208,946,281,14,96,55,,2,95,95,61,45113,1,1,281,281,1621,14,45113,61,200,0,0,200,0,0,7B4B984F-9EEF-48FA-B6CC-E6B68CF1E35D,0,0,0,0,200,0,0,0,200,0,0,0,0,200,TRUE,0,0,0,0
4702,61,45118.95208,962,281,14,99,55,,2,95,95,61,45113,1,1,281,281,1621,14,45113,61,700,0,0,700,0,0,1F57BE69-FE09-4852-99BA-690CD7073349,0,0,0,0,700,0,0,0,700,0,0,0,0,700,TRUE,0,0,0,0
4703,61,45118.95235,954,326,25,95,55,,2,95,95,61,45113,1,1,326,326,1621,25,45113,61,85,0,0,85,0,0,2062B50A-3246-402E-AA40-4552E94CCEE8,0,0,0,0,85,0,0,0,85,0,0,0,0,85,TRUE,0,0,0,0
